id,username,followers_count,friends_count,statuses_count,favourites_count,listed_count,created_at,verified,default_profile,default_profile_image,has_extended_profile,description,location,url,account_type,account_age_days,has_profile_image,bio
real_938,alex_brown,1965,308,3620,319,38,2017-02-17T18:51:16.381610,False,False,True,False,Photographer | Nature lover,New York,https://example.com,human,3270,False,Photographer | Nature lover
bot_939,bot_939,34,3606,20447,275,1,2026-01-15T18:51:16.381902,False,True,False,False,,,,bot,16,True,
real_940,emma_brown,1823,652,4881,385,18,2024-09-15T18:51:16.382209,False,True,False,True,"Love coffee, books, and travel",San Francisco,,human,503,True,"Love coffee, books, and travel"
bot_941,bot_941,5,9441,14853,266,4,2025-11-21T18:51:16.382526,False,True,True,False,,,,bot,71,False,
bot_942,bot_942,16,6765,15159,378,1,2026-01-20T18:51:16.382821,False,True,True,False,,,,bot,11,False,
bot_943,bot_943,27,8057,39782,93,3,2025-11-24T18:51:16.383111,False,True,False,False,,,,bot,68,True,
bot_944,bot_944,7,9680,6562,447,4,2025-11-30T18:51:16.383412,False,True,True,False,,,,bot,62,False,
bot_945,user34977,42,1782,48446,185,0,2025-11-09T18:51:16.383711,False,True,False,False,,,,bot,83,True,
real_946,alex_smith,1464,204,1391,1972,40,2024-10-18T18:51:16.384008,False,False,False,True,Photographer | Nature lover,,https://example.com,human,470,True,Photographer | Nature lover
real_947,mike_davis,918,141,1553,2925,11,2021-04-02T18:51:16.384305,False,False,False,False,"Love coffee, books, and travel",,https://example.com,human,1765,True,"Love coffee, books, and travel"
real_948,mike_brown,1129,737,2631,2410,22,2023-06-24T18:51:16.384761,False,False,False,True,Photographer | Nature lover,New York,https://example.com,human,952,True,Photographer | Nature lover
bot_949,user80984,5,6332,42277,249,4,2025-11-11T18:51:16.385130,False,True,False,False,,,,bot,81,True,
bot_950,user12083,37,2494,41575,23,3,2025-11-14T18:51:16.385524,False,True,False,False,Follow for deals!,,,bot,78,True,Follow for deals!
real_951,mike_smith,122,484,3156,1903,50,2023-07-02T18:51:16.385842,False,True,False,True,Software engineer and tech enthusiast,San Francisco,https://example.com,human,944,True,Software engineer and tech enthusiast
real_952,john_davis,1332,330,2574,2545,24,2021-08-17T18:51:16.386141,False,False,False,True,Photographer | Nature lover,Tokyo,,human,1628,True,Photographer | Nature lover
real_953,emma_brown,387,355,1869,568,2,2019-06-14T18:51:16.386457,False,False,False,True,,,https://example.com,human,2423,True,
bot_954,user98042,34,4256,16555,208,2,2025-11-28T18:51:16.386765,False,True,False,False,,,,bot,64,True,
bot_955,user66298,45,9750,44673,227,1,2026-01-05T18:51:16.387061,False,True,False,False,Follow for deals!,,,bot,26,True,Follow for deals!
bot_956,bot_956,41,4491,17112,457,1,2026-01-09T18:51:16.387359,False,True,True,False,,,,bot,22,False,
bot_957,user37239,34,1912,20139,276,0,2025-12-21T18:51:16.387650,False,True,True,False,Follow for deals!,,,bot,41,False,Follow for deals!
bot_958,bot_958,41,8040,33677,1,2,2025-11-08T18:51:16.387944,False,True,False,False,,,,bot,84,True,
real_959,sarah_smith,171,473,864,2009,47,2019-09-24T18:51:16.388348,False,False,False,True,,San Francisco,,human,2321,True,
bot_960,user86098,22,6664,16413,408,3,2026-01-21T18:51:16.388750,False,False,False,False,,,,bot,10,True,
bot_961,bot_961,16,1303,37595,241,0,2025-12-15T18:51:16.389244,False,False,False,False,,,,bot,47,True,
real_962,john_smith,73,352,4178,2960,21,2016-05-30T18:51:16.389832,True,False,False,False,Software engineer and tech enthusiast,London,https://example.com,human,3533,True,Software engineer and tech enthusiast
real_963,emma_jones,1519,358,1316,1337,44,2023-01-27T18:51:16.390286,False,False,False,True,Software engineer and tech enthusiast,Tokyo,https://example.com,human,1100,True,Software engineer and tech enthusiast
real_964,mike_brown,1579,313,629,1909,45,2016-10-18T18:51:16.390788,False,False,False,True,Marketing professional | Dog lover,,https://example.com,human,3392,True,Marketing professional | Dog lover
real_965,alex_jones,1100,895,4871,1299,31,2021-01-28T18:51:16.391158,False,False,False,True,,Tokyo,,human,1829,True,
real_966,emma_smith,1453,118,658,1894,33,2016-07-14T18:51:16.391478,False,False,False,True,"Love coffee, books, and travel",New York,,human,3488,True,"Love coffee, books, and travel"
bot_967,user84545,10,3669,15642,123,5,2025-12-17T18:51:16.391786,False,True,False,False,,,,bot,45,True,
real_968,john_jones,1789,667,1333,1416,47,2020-08-03T18:51:16.392088,False,False,True,True,"Love coffee, books, and travel",New York,,human,2007,False,"Love coffee, books, and travel"
bot_969,user33868,47,5686,24605,238,0,2026-01-03T18:51:16.392517,False,True,False,False,Follow for deals!,,,bot,28,True,Follow for deals!
real_970,mike_jones,86,184,4797,588,42,2024-03-01T18:51:16.392915,False,False,False,True,Software engineer and tech enthusiast,,,human,701,True,Software engineer and tech enthusiast
real_971,emma_smith,82,582,2100,2644,42,2022-10-15T18:51:16.393347,False,True,False,False,Photographer | Nature lover,London,,human,1204,True,Photographer | Nature lover
bot_972,user52764,40,2252,33160,267,2,2026-01-02T18:51:16.393703,False,False,True,False,,,,bot,29,False,
real_973,alex_smith,933,503,4380,2459,30,2022-12-16T18:51:16.394009,False,False,False,False,Marketing professional | Dog lover,London,https://example.com,human,1142,True,Marketing professional | Dog lover
real_974,emma_brown,1418,301,1517,911,14,2023-10-23T18:51:16.394308,False,False,False,True,Marketing professional | Dog lover,Tokyo,,human,831,True,Marketing professional | Dog lover
bot_975,bot_975,50,4314,31571,206,1,2025-12-29T18:51:16.394613,False,False,False,False,,,,bot,33,True,
bot_976,user3694,34,9028,19821,108,4,2025-12-04T18:51:16.394908,False,False,False,False,,,,bot,58,True,
real_977,john_brown,950,337,2000,1624,11,2020-04-10T18:51:16.395199,False,False,False,False,Software engineer and tech enthusiast,,,human,2122,True,Software engineer and tech enthusiast
real_978,sarah_jones,1363,291,3452,631,35,2020-05-22T18:51:16.395503,True,False,False,True,Marketing professional | Dog lover,London,https://example.com,human,2080,True,Marketing professional | Dog lover
real_979,alex_jones,1052,790,3573,1403,27,2021-01-25T18:51:16.395793,False,False,False,True,,,,human,1832,True,
bot_980,user23659,48,7780,6048,197,0,2025-12-17T18:51:16.396078,False,True,True,False,Follow for deals!,,,bot,45,False,Follow for deals!
bot_981,user88507,14,4670,24796,179,4,2025-11-26T18:51:16.396376,False,True,True,False,,,,bot,66,False,
real_982,mike_smith,888,635,3919,1823,36,2023-01-03T18:51:16.396667,False,True,False,False,Marketing professional | Dog lover,,https://example.com,human,1124,True,Marketing professional | Dog lover
real_983,emma_jones,1746,103,2702,1339,13,2018-11-06T18:51:16.396952,False,False,False,True,"Love coffee, books, and travel",Tokyo,,human,2643,True,"Love coffee, books, and travel"
real_984,john_jones,373,274,892,1058,29,2017-11-12T18:51:16.397236,False,True,False,True,,San Francisco,,human,3002,True,
bot_985,user39426,33,6425,17925,185,4,2025-12-30T18:51:16.397527,False,False,True,False,Follow for deals!,,,bot,32,False,Follow for deals!
real_986,emma_smith,1185,966,2776,2124,27,2021-03-15T18:51:16.397809,False,True,False,True,"Love coffee, books, and travel",New York,https://example.com,human,1783,True,"Love coffee, books, and travel"
bot_987,user60789,35,4045,49096,213,5,2025-11-11T18:51:16.398152,False,False,False,False,,,,bot,81,True,
real_988,john_davis,378,924,3789,2886,18,2018-06-13T18:51:16.398476,False,False,False,True,Marketing professional | Dog lover,London,https://example.com,human,2789,True,Marketing professional | Dog lover
real_989,john_brown,1731,219,4214,2483,26,2022-07-17T18:51:16.398765,False,True,False,True,Software engineer and tech enthusiast,New York,,human,1294,True,Software engineer and tech enthusiast
bot_990,user5531,38,6758,12817,119,4,2026-01-21T18:51:16.399080,False,True,True,False,,,,bot,10,False,
real_991,sarah_smith,186,994,2282,2906,19,2023-07-31T18:51:16.399393,False,False,True,False,Software engineer and tech enthusiast,San Francisco,,human,915,False,Software engineer and tech enthusiast
real_992,alex_davis,1160,950,1739,180,0,2024-11-19T18:51:16.399698,True,False,False,False,,Tokyo,,human,438,True,
bot_993,user39545,23,9103,13458,188,3,2025-12-17T18:51:16.399992,False,True,True,False,Follow for deals!,,,bot,45,False,Follow for deals!
real_994,sarah_smith,1299,542,4103,1192,27,2022-05-07T18:51:16.400277,False,False,False,False,Software engineer and tech enthusiast,New York,,human,1365,True,Software engineer and tech enthusiast
real_995,mike_smith,113,222,2635,1195,46,2018-05-20T18:51:16.400669,False,False,False,False,,,,human,2813,True,
real_996,sarah_davis,1403,643,1732,1210,28,2019-09-13T18:51:16.400994,False,False,False,True,Marketing professional | Dog lover,London,,human,2332,True,Marketing professional | Dog lover
bot_997,bot_997,31,6199,47948,146,4,2025-11-14T18:51:16.401416,False,False,False,False,,,,bot,78,True,
real_998,alex_brown,896,193,3504,1862,18,2017-10-27T18:51:16.401739,False,False,False,True,Marketing professional | Dog lover,London,https://example.com,human,3018,True,Marketing professional | Dog lover
real_999,john_smith,1178,291,1116,2006,31,2017-02-26T18:51:16.402034,False,False,False,True,Marketing professional | Dog lover,London,,human,3261,True,Marketing professional | Dog lover
bot_1000,user59322,9,2636,28238,162,3,2025-11-22T18:51:16.402338,False,True,False,False,Follow for deals!,,,bot,70,True,Follow for deals!
real_1001,mike_davis,1858,970,2436,2698,12,2016-10-09T18:51:16.402627,False,False,False,True,Photographer | Nature lover,New York,https://example.com,human,3401,True,Photographer | Nature lover
real_1002,alex_jones,1250,141,1372,2571,15,2017-04-30T18:51:16.402919,False,False,False,False,"Love coffee, books, and travel",London,https://example.com,human,3198,True,"Love coffee, books, and travel"
real_1003,mike_davis,1342,162,4721,221,31,2018-08-17T18:51:16.403213,False,True,False,False,Photographer | Nature lover,Tokyo,,human,2724,True,Photographer | Nature lover
real_1004,sarah_davis,752,268,544,1916,41,2024-10-27T18:51:16.403510,False,True,False,False,"Love coffee, books, and travel",,,human,461,True,"Love coffee, books, and travel"
real_1005,sarah_jones,204,480,2284,727,0,2020-03-02T18:51:16.403797,False,False,False,True,,San Francisco,,human,2161,True,
real_1006,sarah_brown,710,488,2238,1471,29,2023-05-10T18:51:16.404083,False,False,False,False,"Love coffee, books, and travel",London,,human,997,True,"Love coffee, books, and travel"
real_1007,john_brown,1667,908,3862,2517,13,2024-01-20T18:51:16.404373,True,False,False,True,Software engineer and tech enthusiast,Tokyo,,human,742,True,Software engineer and tech enthusiast
bot_1008,user30104,27,6053,14527,290,1,2025-11-19T18:51:16.404726,False,True,False,False,,,,bot,73,True,
bot_1009,user18069,43,6699,40987,188,5,2025-12-20T18:51:16.405077,False,True,True,False,,,,bot,42,False,
real_1010,sarah_davis,607,893,4360,2025,41,2023-07-24T18:51:16.405423,False,False,False,True,"Love coffee, books, and travel",San Francisco,,human,922,True,"Love coffee, books, and travel"
real_1011,john_smith,1744,917,4152,142,8,2020-09-16T18:51:16.405919,False,False,False,False,,Tokyo,https://example.com,human,1963,True,
bot_1012,bot_1012,46,8589,16376,487,0,2026-01-18T18:51:16.406393,False,True,True,False,,,,bot,13,False,
real_1013,alex_jones,825,196,1985,1397,13,2019-08-14T18:51:16.406766,False,False,False,True,Photographer | Nature lover,Tokyo,https://example.com,human,2362,True,Photographer | Nature lover
real_1014,emma_smith,518,707,204,2801,23,2023-08-29T18:51:16.407254,False,True,False,True,"Love coffee, books, and travel",Tokyo,,human,886,True,"Love coffee, books, and travel"
real_1015,alex_smith,1031,689,4960,1882,36,2017-11-08T18:51:16.407626,False,False,False,True,Marketing professional | Dog lover,Tokyo,,human,3006,True,Marketing professional | Dog lover
real_1016,john_davis,1913,816,1072,2724,4,2023-07-15T18:51:16.407920,False,False,False,True,,,,human,931,True,
real_1017,alex_brown,691,351,3383,1138,45,2019-12-02T18:51:16.408209,False,False,False,True,,New York,,human,2252,True,
real_1018,alex_smith,1616,622,3657,853,13,2021-11-28T18:51:16.408848,False,False,False,False,Software engineer and tech enthusiast,London,,human,1525,True,Software engineer and tech enthusiast
bot_1019,user54862,18,4485,47774,277,5,2025-11-02T18:51:16.409390,False,True,True,False,,,,bot,90,False,
bot_1020,bot_1020,10,1203,45366,261,2,2025-12-31T18:51:16.409869,False,True,True,False,,,,bot,31,False,
real_1021,emma_jones,1819,722,3107,2799,46,2019-11-04T18:51:16.410267,False,False,False,True,,,,human,2280,True,
real_1022,john_jones,1302,453,496,202,39,2018-01-01T18:51:16.410631,False,False,False,False,Photographer | Nature lover,London,https://example.com,human,2952,True,Photographer | Nature lover
real_1023,john_smith,1309,938,1916,1806,9,2021-08-20T18:51:16.410954,True,False,False,False,Photographer | Nature lover,New York,,human,1625,True,Photographer | Nature lover
bot_1024,user27871,5,1772,30664,88,0,2025-12-15T18:51:16.411260,False,False,True,False,,,,bot,47,False,
real_1025,alex_smith,438,645,1046,1386,43,2020-12-13T18:51:16.411555,False,False,False,False,"Love coffee, books, and travel",Tokyo,https://example.com,human,1875,True,"Love coffee, books, and travel"
real_1026,sarah_davis,1580,446,703,769,23,2020-12-24T18:51:16.411846,False,False,False,True,"Love coffee, books, and travel",London,https://example.com,human,1864,True,"Love coffee, books, and travel"
real_1027,alex_davis,1075,506,1512,995,9,2024-08-02T18:51:16.412142,False,False,False,True,Marketing professional | Dog lover,New York,,human,547,True,Marketing professional | Dog lover
real_1028,mike_brown,335,287,2690,2674,43,2016-05-26T18:51:16.412467,False,False,False,True,"Love coffee, books, and travel",,https://example.com,human,3537,True,"Love coffee, books, and travel"
real_1029,emma_brown,1868,874,4948,781,2,2024-04-12T18:51:16.412761,False,False,False,True,,San Francisco,,human,659,True,
bot_1030,user31284,23,6619,38806,232,4,2025-11-17T18:51:16.413070,False,False,True,False,,,,bot,75,False,
real_1031,emma_davis,1195,250,3838,1083,40,2023-10-06T18:51:16.413358,True,True,False,True,Marketing professional | Dog lover,London,,human,848,True,Marketing professional | Dog lover
real_1032,emma_smith,1038,188,1967,2453,25,2017-08-26T18:51:16.413648,False,False,False,True,Software engineer and tech enthusiast,Tokyo,,human,3080,True,Software engineer and tech enthusiast
real_1033,john_smith,1940,469,4698,190,35,2018-02-21T18:51:16.413944,True,True,False,False,Marketing professional | Dog lover,London,,human,2901,True,Marketing professional | Dog lover
real_1034,emma_davis,185,601,2874,2613,31,2022-07-06T18:51:16.414237,False,False,False,False,,London,https://example.com,human,1305,True,
bot_1035,bot_1035,20,4314,40869,268,0,2026-01-10T18:51:16.414565,False,True,True,False,Follow for deals!,,,bot,21,False,Follow for deals!
real_1036,emma_jones,1373,265,2870,2471,12,2024-12-21T18:51:16.414864,True,False,True,False,,New York,,human,406,False,
bot_1037,user52176,3,1243,16842,62,0,2025-11-29T18:51:16.415163,False,True,True,False,,,,bot,63,False,
real_1038,mike_davis,1626,358,2241,1169,19,2023-08-10T18:51:16.415451,False,False,False,False,Software engineer and tech enthusiast,Tokyo,,human,905,True,Software engineer and tech enthusiast
real_1039,mike_jones,103,65,1534,1759,17,2024-12-07T18:51:16.415736,False,False,False,False,Photographer | Nature lover,New York,https://example.com,human,420,True,Photographer | Nature lover
real_1040,alex_davis,1515,605,810,1863,9,2020-03-20T18:51:16.416020,False,False,False,False,Photographer | Nature lover,,,human,2143,True,Photographer | Nature lover
real_1041,mike_davis,1238,951,2166,2146,15,2016-02-26T18:51:16.416309,False,False,False,True,,Tokyo,https://example.com,human,3627,True,
real_1042,john_davis,1813,936,1023,2960,24,2021-06-03T18:51:16.416640,False,False,False,True,"Love coffee, books, and travel",Tokyo,,human,1703,True,"Love coffee, books, and travel"
bot_1043,bot_1043,13,3174,23191,337,0,2025-12-12T18:51:16.417107,False,False,True,False,,,,bot,50,False,
bot_1044,user38286,27,8094,21811,10,1,2025-11-24T18:51:16.417446,False,True,True,False,,,,bot,68,False,
real_1045,mike_brown,769,142,661,191,48,2024-03-19T18:51:16.417832,False,False,False,True,Software engineer and tech enthusiast,Tokyo,,human,683,True,Software engineer and tech enthusiast
bot_1046,bot_1046,15,8799,33067,210,5,2026-01-20T18:51:16.418152,False,True,False,False,,,,bot,11,True,
bot_1047,user81560,31,9839,31403,238,4,2025-12-05T18:51:16.418465,False,True,True,False,,,,bot,57,False,
bot_1048,user96684,12,1404,17929,438,5,2025-12-15T18:51:16.418758,False,True,False,False,,,,bot,47,True,
bot_1049,user8451,13,8630,18207,497,5,2025-12-09T18:51:16.419058,False,False,True,False,Follow for deals!,,,bot,53,False,Follow for deals!
real_1050,emma_jones,1281,326,2080,1039,20,2024-09-01T18:51:16.419347,False,False,False,True,,Tokyo,,human,517,True,
bot_1051,bot_1051,32,1628,22736,352,1,2025-12-12T18:51:16.419633,False,True,True,False,Follow for deals!,,,bot,50,False,Follow for deals!
bot_1052,bot_1052,49,2702,16709,112,2,2025-11-21T18:51:16.419925,False,True,True,False,,,,bot,71,False,
real_1053,mike_jones,953,737,3336,1834,34,2020-11-15T18:51:16.420213,False,False,False,False,Photographer | Nature lover,Tokyo,,human,1903,True,Photographer | Nature lover
real_1054,john_jones,557,60,2933,386,13,2017-09-27T18:51:16.420503,False,False,False,True,"Love coffee, books, and travel",,,human,3048,True,"Love coffee, books, and travel"
real_1055,alex_jones,90,690,1702,1097,12,2021-03-29T18:51:16.420790,False,True,False,True,Photographer | Nature lover,New York,,human,1769,True,Photographer | Nature lover
bot_1056,user99257,19,9644,43099,130,3,2025-11-22T18:51:16.421086,False,True,True,False,,,,bot,70,False,
real_1057,mike_smith,1543,959,102,2000,27,2023-09-06T18:51:16.421372,False,False,False,False,Software engineer and tech enthusiast,Tokyo,,human,878,True,Software engineer and tech enthusiast
real_1058,mike_davis,1514,765,1322,893,22,2018-11-10T18:51:16.421712,False,False,False,True,Photographer | Nature lover,,,human,2639,True,Photographer | Nature lover
bot_1059,bot_1059,13,7033,49718,270,3,2025-12-21T18:51:16.422062,False,True,False,False,,,,bot,41,True,
real_1060,john_smith,115,419,543,359,37,2018-08-20T18:51:16.422420,False,False,False,True,Software engineer and tech enthusiast,Tokyo,https://example.com,human,2721,True,Software engineer and tech enthusiast
real_1061,john_jones,1978,722,4577,1586,38,2022-07-10T18:51:16.423096,False,False,False,False,Marketing professional | Dog lover,London,,human,1301,True,Marketing professional | Dog lover
real_1062,emma_smith,810,668,1711,1085,15,2018-08-03T18:51:16.423517,False,True,False,True,Marketing professional | Dog lover,Tokyo,https://example.com,human,2738,True,Marketing professional | Dog lover
bot_1063,user3478,24,6429,6195,300,4,2026-01-03T18:51:16.423904,False,False,False,False,,,,bot,28,True,
bot_1064,user4718,41,8095,40406,80,1,2025-12-15T18:51:16.424250,False,True,True,False,,,,bot,47,False,
bot_1065,bot_1065,2,6434,23440,443,0,2026-01-07T18:51:16.424617,False,True,True,False,,,,bot,24,False,
real_1066,alex_davis,516,981,2393,2855,32,2023-10-08T18:51:16.424955,False,True,False,True,Marketing professional | Dog lover,Tokyo,,human,846,True,Marketing professional | Dog lover
real_1067,sarah_smith,1675,583,2807,229,44,2017-11-05T18:51:16.425336,False,True,False,False,Marketing professional | Dog lover,,,human,3009,True,Marketing professional | Dog lover
real_1068,mike_brown,1093,81,3731,2120,41,2019-08-24T18:51:16.425670,False,False,False,False,Marketing professional | Dog lover,,,human,2352,True,Marketing professional | Dog lover
real_1069,sarah_brown,201,270,4491,927,1,2016-10-25T18:51:16.425982,False,False,False,True,Marketing professional | Dog lover,,https://example.com,human,3385,True,Marketing professional | Dog lover
real_1070,john_davis,1146,987,4787,1478,40,2018-03-27T18:51:16.426271,False,False,False,True,Software engineer and tech enthusiast,,,human,2867,True,Software engineer and tech enthusiast
bot_1071,bot_1071,41,4252,18149,293,2,2026-01-22T18:51:16.426563,False,True,False,False,Follow for deals!,,,bot,9,True,Follow for deals!
real_1072,john_jones,1080,894,1694,418,12,2021-12-31T18:51:16.426850,False,False,True,False,,New York,,human,1492,False,
bot_1073,user47594,29,5038,22482,380,1,2025-11-27T18:51:16.427151,False,False,True,False,,,,bot,65,False,
bot_1074,user9453,30,4994,49823,9,1,2025-11-04T18:51:16.427438,False,True,True,False,,,,bot,88,False,
real_1075,emma_davis,1862,461,2592,2005,23,2021-05-28T18:51:16.427721,False,False,False,True,,London,https://example.com,human,1709,True,
real_1076,emma_smith,1665,336,508,1639,48,2021-02-12T18:51:16.428005,False,False,False,False,,,,human,1814,True,
real_1077,mike_davis,706,800,718,1130,30,2022-06-19T18:51:16.428289,False,False,False,True,,,,human,1322,True,
bot_1078,bot_1078,38,4756,30925,271,2,2025-12-06T18:51:16.428593,False,True,True,False,Follow for deals!,,,bot,56,False,Follow for deals!
real_1079,sarah_jones,1474,693,1932,2001,31,2019-08-01T18:51:16.428883,False,False,False,True,Photographer | Nature lover,,https://example.com,human,2375,True,Photographer | Nature lover
bot_1080,bot_1080,36,8259,18323,397,5,2025-11-22T18:51:16.429180,False,True,False,False,,,,bot,70,True,
real_1081,emma_davis,411,678,2590,1572,43,2017-06-30T18:51:16.429465,False,False,False,True,Photographer | Nature lover,New York,,human,3137,True,Photographer | Nature lover
real_1082,emma_davis,1672,989,2130,2432,1,2020-03-31T18:51:16.429771,False,False,True,False,"Love coffee, books, and travel",London,,human,2132,False,"Love coffee, books, and travel"
real_1083,alex_davis,1647,154,3216,126,9,2021-10-01T18:51:16.430057,False,False,False,True,"Love coffee, books, and travel",,,human,1583,True,"Love coffee, books, and travel"
real_1084,emma_brown,994,769,1305,1713,27,2016-10-28T18:51:16.430353,True,False,True,True,Photographer | Nature lover,New York,,human,3382,False,Photographer | Nature lover
real_1085,alex_davis,1991,353,3133,1652,1,2022-02-23T18:51:16.430644,False,True,False,True,Software engineer and tech enthusiast,,,human,1438,True,Software engineer and tech enthusiast
real_1086,alex_jones,1107,179,3189,294,12,2019-06-30T18:51:16.430931,False,False,False,True,Marketing professional | Dog lover,San Francisco,https://example.com,human,2407,True,Marketing professional | Dog lover
real_1087,mike_davis,447,792,1593,2893,7,2017-12-11T18:51:16.431227,True,False,False,True,Software engineer and tech enthusiast,San Francisco,,human,2973,True,Software engineer and tech enthusiast
real_1088,emma_davis,763,998,951,2618,14,2022-01-11T18:51:16.431518,False,True,False,True,"Love coffee, books, and travel",New York,,human,1481,True,"Love coffee, books, and travel"
real_1089,john_jones,1729,926,2931,399,22,2018-03-11T18:51:16.431801,False,False,True,True,"Love coffee, books, and travel",New York,https://example.com,human,2883,False,"Love coffee, books, and travel"
real_1090,mike_davis,484,149,4663,795,49,2024-07-06T18:51:16.432083,False,False,False,False,Marketing professional | Dog lover,London,,human,574,True,Marketing professional | Dog lover
real_1091,alex_jones,433,890,1370,930,41,2021-01-01T18:51:16.432365,False,False,False,True,Marketing professional | Dog lover,New York,https://example.com,human,1856,True,Marketing professional | Dog lover
real_1092,sarah_jones,210,544,1845,304,20,2018-04-22T18:51:16.432684,False,False,False,True,"Love coffee, books, and travel",London,https://example.com,human,2841,True,"Love coffee, books, and travel"
bot_1093,bot_1093,22,9695,41581,137,5,2025-11-10T18:51:16.433012,False,True,True,False,Follow for deals!,,,bot,82,False,Follow for deals!
bot_1094,user75233,27,7159,11606,498,5,2025-11-27T18:51:16.433378,False,True,False,False,Follow for deals!,,,bot,65,True,Follow for deals!
bot_1095,bot_1095,2,9995,43485,14,0,2026-01-19T18:51:16.433692,False,False,True,False,,,,bot,12,False,
bot_1096,bot_1096,0,8169,31300,164,2,2025-12-30T18:51:16.433981,False,True,False,False,,,,bot,32,True,
real_1097,alex_brown,133,592,4657,1415,36,2017-12-25T18:51:16.434264,False,False,False,False,Software engineer and tech enthusiast,London,,human,2959,True,Software engineer and tech enthusiast
real_1098,emma_smith,771,953,3647,1463,5,2021-11-13T18:51:16.434552,False,False,True,True,Photographer | Nature lover,Tokyo,,human,1540,False,Photographer | Nature lover
real_1099,emma_jones,638,622,3872,857,19,2021-10-11T18:51:16.434838,False,False,False,True,Marketing professional | Dog lover,London,,human,1573,True,Marketing professional | Dog lover
bot_1100,user80964,3,4775,19904,21,4,2026-01-15T18:51:16.435139,False,True,False,False,Follow for deals!,,,bot,16,True,Follow for deals!
real_1101,john_smith,410,604,4560,994,2,2024-03-05T18:51:16.435428,False,False,False,False,Software engineer and tech enthusiast,New York,,human,697,True,Software engineer and tech enthusiast
bot_1102,bot_1102,21,5468,24378,141,0,2026-01-06T18:51:16.435714,False,True,True,False,Follow for deals!,,,bot,25,False,Follow for deals!
real_1103,mike_smith,1885,724,4801,2660,32,2021-06-04T18:51:16.435997,False,False,False,False,"Love coffee, books, and travel",San Francisco,,human,1702,True,"Love coffee, books, and travel"
bot_1104,bot_1104,24,7957,48561,430,0,2025-12-25T18:51:16.436280,False,True,False,False,,,,bot,37,True,
bot_1105,user97528,11,6946,5462,63,3,2026-01-09T18:51:16.436563,False,True,True,False,Follow for deals!,,,bot,22,False,Follow for deals!
real_1106,alex_jones,298,747,4267,1145,42,2022-10-17T18:51:16.436846,False,False,False,False,Photographer | Nature lover,Tokyo,,human,1202,True,Photographer | Nature lover
bot_1107,user74011,18,8578,33538,476,3,2025-11-27T18:51:16.437146,False,True,True,False,Follow for deals!,,,bot,65,False,Follow for deals!
bot_1108,user59699,35,9599,47930,63,0,2025-11-06T18:51:16.437440,False,True,True,False,,,,bot,86,False,
bot_1109,bot_1109,36,2628,44617,382,5,2026-01-13T18:51:16.437724,False,False,False,False,Follow for deals!,,,bot,18,True,Follow for deals!
real_1110,john_davis,1825,501,4397,516,38,2020-12-22T18:51:16.438008,False,True,False,True,,San Francisco,,human,1866,True,
real_1111,sarah_smith,1493,371,4571,789,10,2019-12-02T18:51:16.438323,True,False,False,False,Marketing professional | Dog lover,,,human,2252,True,Marketing professional | Dog lover
bot_1112,bot_1112,39,1582,37740,238,3,2025-12-19T18:51:16.438640,False,False,True,False,Follow for deals!,,,bot,43,False,Follow for deals!
real_1113,john_smith,1899,292,835,1798,0,2023-02-13T18:51:16.438957,False,False,False,True,"Love coffee, books, and travel",,https://example.com,human,1083,True,"Love coffee, books, and travel"
bot_1114,user31026,6,2361,42577,462,0,2025-11-24T18:51:16.439375,False,True,False,False,,,,bot,68,True,
bot_1115,user7013,37,3030,18963,437,0,2026-01-13T18:51:16.439855,False,False,True,False,Follow for deals!,,,bot,18,False,Follow for deals!
bot_1116,user9840,40,5025,39720,489,2,2026-01-02T18:51:16.440255,False,True,False,False,,,,bot,29,True,
real_1117,sarah_smith,1465,614,4476,1469,18,2017-12-19T18:51:16.440769,False,True,False,True,Marketing professional | Dog lover,New York,https://example.com,human,2965,True,Marketing professional | Dog lover
bot_1118,user4144,31,9442,14604,459,1,2025-12-02T18:51:16.441363,False,True,True,False,,,,bot,60,False,
real_1119,alex_smith,1791,477,3890,2499,7,2018-06-30T18:51:16.441767,False,False,False,True,Software engineer and tech enthusiast,New York,,human,2772,True,Software engineer and tech enthusiast
bot_1120,bot_1120,38,9016,22716,102,3,2025-11-16T18:51:16.442113,False,False,True,False,,,,bot,76,False,
real_1121,mike_davis,1418,96,3189,1382,3,2017-04-20T18:51:16.442407,False,True,True,False,Marketing professional | Dog lover,Tokyo,,human,3208,False,Marketing professional | Dog lover
real_1122,alex_brown,483,765,3512,2932,45,2019-01-02T18:51:16.442696,False,True,True,True,"Love coffee, books, and travel",San Francisco,,human,2586,False,"Love coffee, books, and travel"
real_1123,emma_davis,678,186,1954,1695,11,2023-02-25T18:51:16.442984,False,False,False,True,"Love coffee, books, and travel",San Francisco,,human,1071,True,"Love coffee, books, and travel"
real_1124,john_jones,807,151,1882,2999,5,2020-08-21T18:51:16.443298,False,True,False,True,Marketing professional | Dog lover,San Francisco,https://example.com,human,1989,True,Marketing professional | Dog lover
bot_1125,user24609,0,8276,29515,121,5,2025-11-03T18:51:16.443589,False,True,False,False,,,,bot,89,True,
real_1126,alex_brown,1832,210,2986,1350,43,2022-06-07T18:51:16.443875,False,False,False,True,Photographer | Nature lover,New York,,human,1334,True,Photographer | Nature lover
