username,followers_count,following_count,follower_following_ratio,posts_count,account_age_days,avg_posts_per_day,has_profile_pic,has_bio,bio_length,username_length,username_has_numbers,avg_likes_per_post,avg_comments_per_post,engagement_rate,posting_regularity,session_duration_avg,login_frequency,burst_posting_score,profile_completeness,verified_status,external_url,avg_caption_length,hashtag_density,spam_word_count,duplicate_content_ratio,label
user2520_genuine_581,71978,3944.0,18.25,84,504,0.16666666666666666,1,0,0,20,1,6942,3911,15.078218344494152,0.8430505822116153,29.954931752456012,3.587771377316885,0.05460610687985188,0.6,1,1,176,0.6328686920803938,0,0.0871085120594984,0
user2277_genuine_253,2176,756.0,2.878306878306878,122,963,0.12668743509865005,1,1,69,20,1,233,43,12.683823529411764,0.5795657336331311,24.161960014058852,1.171522588477774,0.5870207266036932,1.0,0,1,92,0.1569366843622626,0,0.6790184256938478,0
user2127_genuine_180,7,368.0,0.019021739130434784,441,914,0.4824945295404814,0,1,50,20,1,1,0,14.285714285714285,0.6049043682651825,22.66005137792109,4.943455175898549,0.39202690365025994,0.6,0,1,126,0.6144281287220696,0,0.17638767411661566,0
bot_749_339,625,3852.0,0.1622533748701973,29,37,0.7837837837837838,1,1,84,11,1,69,26,15.2,0.8313593046752789,113.81588792401145,2.0251404055321576,0.26320296653869346,1.0,0,0,27,0.10101896162953242,1,0.4160874273758213,1
bot_1461_301,888,1647.0,0.5391621129326047,33,28,1.1785714285714286,1,1,49,12,1,13,17,3.3783783783783785,0.013234252998076823,6.231623593360782,1.2783871929740014,0.954142846017826,1.0,0,0,74,0.7295675224438884,0,0.28041922757754617,1
user2083_genuine_672,4397,5831.795872058822,0.7539701485552356,381,1079,0.3531047265987025,1,1,128,20,1,272,265,12.21287241300887,0.6632702505422049,75.49476537266406,4.615053203451194,0.6681732746155412,1.0,0,0,67,0.19260423525898906,0,0.028195097496444565,0
user736_genuine_524,2650,1749.0,1.5151515151515151,54,386,0.13989637305699482,1,0,0,19,1,471,68,20.339622641509433,0.9476391420682541,118.68935914028808,1.3108958262244383,0.20139557142602432,0.6,0,1,37,0.522250524356765,0,0.10109674085684356,0
bot_2051_831,2221,4575.0,0.48546448087431693,32,55,0.5818181818181818,0,0,0,12,1,226,151,16.974335884736604,0.1044533401957133,4.299001709983618,1.3488226512430015,0.6993675130198111,0.4,0,0,53,0.3298950111858487,0,0.6772856213424185,1
user336_genuine_296,20,4.557936705742851,4.387950358064573,345,1886,0.18292682926829268,1,1,22,19,1,2,1,15.0,0.17068261851351885,65.44004298124031,3.7887287579118936,0.4405524357558357,1.0,0,0,195,0.8587520256091838,0,0.28126942102118657,0
user2596_genuine_509,1122,1189.2333111605026,0.9434649950270115,274,635,0.431496062992126,0,1,235,20,1,37,80,10.427807486631016,0.3723924969429724,133.0753030221132,1.4891616982141074,0.056583825612054287,0.8,0,0,244,0.6831857228047827,1,0.557907131624614,0
bot_21_519,898,1064.0,0.8439849624060151,303,74,4.094594594594595,0,0,0,10,1,28,9,4.120267260579064,0.041314782444066445,6.046100846084271,1.2744422497251604,0.8933827865297131,0.4,0,0,14,0.33462985629490927,3,0.4214440200845187,1
bot_954_967,536,5491.0,0.09761427790930614,359,57,6.298245614035087,0,0,0,11,1,22,0,4.104477611940299,0.20055059121606303,2.0886284919191476,1.6652806402848401,0.8424450353020583,0.4,0,0,12,0.19136891877928033,0,0.8161467912707321,1
bot_1654_987,120,5637.0,0.021287919105907396,8,8,1.0,0,0,0,12,1,3,0,2.5,0.1023900580571062,7.345003348959358,1.239851648888261,0.7162683157877389,0.4,0,0,62,0.1434549377959283,0,0.45059256339462483,1
user1071_genuine_808,85005,74674.06481421685,1.1383470313486441,182,67,2.716417910447761,0,1,86,20,1,287,6121,7.538380095288512,0.920019529711411,91.25036727228083,1.494563673179282,0.31203765213107587,0.8,0,0,156,0.8784449129510794,0,0.2761658161753834,0
user2290_genuine_709,143,1642.0,0.08708891595615104,84,517,0.16247582205029013,0,1,68,20,1,7,11,12.587412587412588,0.3645068371005572,108.81013276631965,2.3089610526481423,0.6444241231307768,0.8,0,0,346,0.5417231881468219,0,0.14030483487522294,0
user1672_genuine_841,99,177.96530277681876,0.55628821155185,261,62,4.209677419354839,1,1,105,20,1,17,3,20.2020202020202,0.17709989173690233,33.97134621120572,1.35702907990306,0.7728484619657615,1.0,0,1,329,0.5886241399273142,1,0.6629233185346736,1
bot_1333_887,175,5010.0,0.03493013972055888,46,72,0.6388888888888888,1,1,49,12,1,11,4,8.571428571428571,0.04383217143860336,7.950298701025311,1.7374860033196,0.6658818015619362,1.0,0,0,69,0.03349695459676765,1,0.6500945890160417,1
bot_1500_810,1264,1512.0,0.8359788359788359,163,98,1.663265306122449,0,0,0,12,1,24,15,3.0854430379746836,0.11444264427028415,13.750170617900732,0.6659328176322927,0.7962108293408939,0.4,0,1,77,0.25019848253732085,0,0.024939813414065013,0
bot_1363_326,53,509.0,0.10412573673870335,289,98,2.9489795918367347,0,0,0,12,1,0,0,0.0,0.8397682765902482,100.47547401092851,2.38965932094413,0.3065579872268636,0.4,0,0,58,0.18646219659725044,6,0.44612519989046034,1
bot_1658_986,572,4751.0,0.12039570616712271,73,55,1.3272727272727274,1,1,74,12,1,89,17,18.53146853146853,0.5646995078859667,32.415236129837794,3.375766802505285,0.2037565652699943,1.0,0,0,42,0.2729479226414816,1,0.336500742498359,1
bot_616_307,1563,4458.0,0.3506056527590848,39,102,0.38235294117647056,0,0,0,11,1,58,25,5.310300703774792,0.6610903549900156,102.44789172929563,1.9174877289842565,0.24379752784495867,0.4,0,1,227,0.5668540719668427,0,0.26556364520763054,1
user1488_genuine_972,51096,16931.83229051452,3.017747820985965,203,518,0.3918918918918919,0,1,57,20,1,5813,2180,15.643103178330986,0.20162644465023874,55.21680047503029,1.5221437516542642,0.46078040468640674,0.8,0,0,149,0.9117651062733667,0,0.44386977986806,0
user498_genuine_749,68,981.0,0.06931702344546381,615,1620,0.37962962962962965,1,1,242,19,1,2,2,5.88235294117647,0.36361517203155624,63.60775570275249,3.7842868985649516,0.6775380796407257,1.0,0,1,72,0.1527504316676166,0,0.4492427831087078,0
bot_1632_645,1229,3610.0,0.34044321329639887,290,59,4.915254237288136,1,1,119,12,1,69,69,11.228641171684297,0.22436729398908523,5.15573605512606,0.8362740530333286,0.9252577128795714,1.0,0,0,258,0.7334487169403918,0,0.09848133925218557,1
bot_729_729,447,1141.0,0.39176161262050835,12,49,0.24489795918367346,0,0,0,11,1,1,2,0.6711409395973155,0.17361965865637177,6.6356215282896,0.9532137288945173,0.9625327684013194,0.4,0,0,13,0.1268516075066064,0,0.8878190933286869,0
user2581_genuine_762,2767,4291.0,0.6448380330925192,63,537,0.11731843575418995,1,0,0,20,1,51,172,8.059269967473798,0.8383271536004561,136.7108604474478,4.086645585680117,0.41110402709529387,0.6,0,1,292,0.9632884894051104,0,0.29348964499875196,0
bot_373_671,144,3654.0,0.03940886699507389,41,1044,0.039272030651340994,0,0,0,11,1,5,0,3.4722222222222223,0.7545400136905892,81.46955160509097,2.5794947406619038,0.22652632369810063,0.4,0,0,48,0.20835417803711065,2,0.3542179010821256,1
bot_171_263,643,4864.0,0.13219572368421054,14,590,0.023728813559322035,1,1,132,11,1,28,7,5.443234836702955,0.08324919344272722,8.916112253125453,0.7951692470533429,0.7290663865235132,1.0,0,0,30,0.1106228034956423,0,0.827743712979305,1
bot_1627_311,249,5810.0,0.04285714285714286,32,875,0.036571428571428574,0,0,0,12,1,9,0,3.614457831325301,0.2744617972982605,8.583359416331474,1.3673920591191324,0.8653496438934444,0.4,0,0,70,0.10023916968460984,2,0.9471993480012941,1
user2644_genuine_910,13669,1025.0,13.335609756097561,944,1928,0.4896265560165975,1,1,228,20,1,2008,826,20.733045577584313,0.6851438661325724,171.60933279117103,2.0356638715632314,0.502227050591682,1.0,0,0,285,0.4777431528506857,2,0.3851693671210796,0
bot_1536_675,377,3764.0,0.10015940488841658,10,826,0.012106537530266344,1,1,79,12,1,45,20,17.24137931034483,0.029035536163206997,3.6704894533439436,1.3795596946813364,0.9513066201365983,1.0,0,0,56,0.018364732819952056,0,0.5708979804471073,1
bot_1290_951,902,5566.0,0.16205533596837945,18,66,0.2727272727272727,0,0,0,12,1,26,15,4.545454545454546,0.020243321743244003,9.481586421469615,1.8065679745317442,0.8471643611850095,0.4,0,0,75,0.2772202503243887,0,0.19876625306997064,1
user2034_genuine_777,2151,2841.242621415943,0.757063118716712,623,1589,0.3920704845814978,0,1,238,20,1,257,32,13.435611343561135,0.40674969402898586,162.4061226117937,3.9940272949029683,0.34383330152310854,0.8,0,0,66,0.12678100668403114,1,0.6427963681968853,0
user1022_genuine_385,542,388.9047057855037,1.3936576028445755,15,147,0.10204081632653061,1,1,77,20,1,81,2,15.313653136531366,0.2122513930470322,170.71957335102303,4.133109654586598,0.44192837349440695,1.0,0,0,78,0.48684316583456144,1,0.4944873729951598,0
user2282_genuine_244,1372,780.697283374175,1.7574033229246215,36,147,0.24489795918367346,1,1,194,20,1,185,85,19.67930029154519,0.17203721278719508,178.31992612860896,4.5285834990615745,0.15794667654055017,1.0,0,1,320,0.008015891882246162,0,0.6327239408626022,0
bot_2136_603,1528,3941.0,0.3877188530829739,324,65,4.984615384615385,0,0,0,12,1,39,19,3.7958115183246073,0.16073872056258037,8.19485504730875,0.7159981134698451,0.7966407907051601,0.4,0,1,31,0.22468210480789452,2,0.8785305757384549,0
bot_1469_754,61,2191.0,0.02784116841624829,15,58,0.25862068965517243,0,0,0,12,1,0,0,0.0,0.1468078858042207,1.4782304549507381,1.0218307979130297,0.8594340298515439,0.4,0,0,24,0.020048157850483774,3,0.6361804418516762,0
bot_313_961,79,88.0,0.8977272727272727,0,94,0.0,0,0,0,11,1,1,0,1.2658227848101267,0.08453478247336088,4.952064933639527,1.3554783157880541,0.782571526478455,0.2,0,0,61,0.08059646426274068,0,0.6567325536690314,1
bot_1615_459,1714,2524.0,0.679080824088748,300,540,0.5555555555555556,0,0,0,12,1,65,26,5.309218203033839,0.7632121426200893,94.92093287374952,2.744573929334154,0.2732409371944835,0.4,0,0,41,0.2696794249158138,0,0.7535469745274449,1
user665_genuine_619,50,4558.0,0.010969723562966213,273,607,0.4497528830313015,1,0,0,19,1,4,2,12.0,0.1431326583604217,128.36150737907786,2.99456432363498,0.15848697173725937,0.6,0,1,53,0.4735396468988905,1,0.5632701324988908,0
bot_1182_712,545,5257.0,0.1036712954156363,42,167,0.25149700598802394,0,0,0,12,1,65,36,18.53211009174312,0.21218216135737938,7.99471048131552,0.5237779774401803,0.6967951740144759,0.4,0,0,126,0.3688718650902677,0,0.08153503291589959,1
user2638_genuine_990,6104,230.0,26.53913043478261,119,614,0.19381107491856678,1,1,72,20,1,138,213,5.750327653997378,0.968431354787296,49.023929239260646,2.1865379891018515,0.33473818896288093,1.0,0,0,302,0.5154028506592396,0,0.4055093089222979,1
bot_426_700,873,922.0,0.9468546637744034,25,421,0.05938242280285035,0,0,0,11,1,9,6,1.718213058419244,0.08490219134807431,1.458536530818147,1.0264128771225782,0.953453459497277,0.4,0,0,67,0.2809559585823289,2,0.6801752790087732,1
bot_1515_760,202,1714.0,0.11785297549591599,34,1,34.0,1,1,119,12,1,6,1,3.4653465346534658,0.13124129325403838,8.766234161435959,1.570674402564156,0.662629172602198,1.0,0,1,74,0.11857080397224214,1,0.6388468554652308,1
bot_371_352,122,921.0,0.13246471226927253,8,408,0.0196078431372549,0,0,0,11,1,0,1,0.819672131147541,0.42566906419159933,92.24059552617449,3.7430317065603975,0.39111131465284743,0.4,0,0,59,0.3073594807717054,4,0.33200837418072043,1
user1017_genuine_430,79,95.9600475263661,0.8232592838003114,153,1194,0.12814070351758794,1,1,150,20,1,10,1,13.924050632911392,0.29191137890097774,18.112541834959956,3.558062973525128,0.5774162218542477,1.0,0,1,292,0.09754829412909971,0,0.18438209216446935,0
user557_genuine_867,92789,35288.10090202408,2.6294699240864428,44,211,0.20853080568720378,0,1,247,19,1,7478,122,8.190626044035392,0.5508448225749051,171.30402919016356,3.8581206401476997,0.34345693355016427,0.8,1,1,159,0.3718601153330944,0,0.6008492386113676,0
user2399_genuine_756,54251,3582.0,15.145449469570073,163,430,0.37906976744186044,1,1,21,20,1,728,444,2.1603288418646662,0.7583566326997245,99.91055809187297,3.408084995222313,0.12665465686015062,1.0,0,1,93,0.9531039306125031,0,0.3509101491734914,1
user1207_genuine_561,4284,3698.0,1.1584640346133044,409,892,0.4585201793721973,1,0,0,20,1,706,249,22.292250233426707,0.12272910552204033,61.21798293286402,1.4484436857674983,0.03850098209188078,0.6,0,1,94,0.12973075272554802,0,0.09252875123666754,0
user2005_genuine_748,3868,6292.82754423534,0.6146680443425392,171,507,0.33727810650887574,1,0,0,20,1,262,129,10.108583247156153,0.9622621498042944,86.97972399290414,1.262418598775069,0.5317249592711509,0.6,0,1,252,0.6243490281584347,0,0.07737774519409271,0
user2656_genuine_131,3222,3983.0,0.8089379864423801,563,1261,0.4464710547184774,1,1,101,20,1,63,225,8.938547486033519,0.984904555087531,109.62075165036289,2.6243383032254752,0.5455005480265592,1.0,0,0,241,0.28335612071272953,0,0.3780046097749538,0
user2135_genuine_897,42958,9907.292735918065,4.335997849771749,25,163,0.15337423312883436,0,0,0,20,1,4872,271,11.972158852833,0.2524545301238912,108.14464566720669,3.113462854213922,0.3823825170832432,0.4,0,0,265,0.31291897897888465,0,0.039077305573372564,0
user1510_genuine_544,97272,155235.47380004506,0.6266093542851786,40,103,0.3883495145631068,1,1,190,20,1,7428,1192,8.8617484990542,0.9988052989161522,49.51922533801726,1.3072920486149526,0.49910652409923567,1.0,0,1,17,0.9849866391051034,2,0.19024844096757954,0
user1736_genuine_860,83,2846.0,0.02916373858046381,184,633,0.29067930489731436,0,1,234,20,1,5,1,7.228915662650602,0.6145107538233485,141.44339381662238,2.534556693021852,0.2668980455506095,0.8,0,1,294,0.8856427496513948,0,0.024593942199550765,0
user245_genuine_645,136,161.1850827263062,0.8437505363379643,181,34,5.323529411764706,0,0,0,19,1,6,3,6.61764705882353,0.5632679743811019,19.72518901012515,0.276935150984591,0.7709481509496393,0.4,0,1,262,0.010551122450189854,0,0.59566632958476,0
user1163_genuine_676,20128,711.0,28.30942334739803,177,654,0.2706422018348624,1,1,57,20,1,2037,99,10.6120826709062,0.45225159794404257,173.19801734692373,3.868368873956712,0.2557987209812513,1.0,0,0,130,0.45544964464014015,0,0.28752112748477426,0
bot_612_163,91,2562.0,0.03551912568306011,40,11,3.6363636363636362,0,0,0,11,1,3,0,3.296703296703297,0.2302854674894799,2.0187348117804875,1.9832457978081033,0.7988743996211523,0.4,0,0,198,0.5036315614597799,0,0.19396758734088174,1
user266_genuine_508,6893,3090.0,2.2307443365695794,20,64,0.3125,1,1,120,19,1,562,191,10.924125924851298,0.6816789402916432,117.22689991841023,0.816079647750535,0.5201497331565227,1.0,0,0,285,0.7517945873672564,0,0.14886500055793997,0
user2366_genuine_866,1874,529.0,3.5425330812854443,260,99,2.6262626262626263,1,1,240,20,1,64,145,11.152614727854857,0.13107594139491088,105.40340155774099,1.763578544841526,0.6225079075166442,1.0,0,1,273,0.03744667700544735,0,0.015456143711243053,0
user1114_genuine_952,11,16.736409620320348,0.6572496879285541,53,490,0.10816326530612246,1,0,0,20,1,0,0,0.0,0.2192896946125682,178.96148254824905,1.770069325269401,0.7375745004066632,0.6,0,1,343,0.22377229158085343,2,0.30275908232258275,0
user63_genuine_227,20313,13097.534386406587,1.5509025898097324,37,306,0.12091503267973856,0,1,145,18,1,3541,356,19.184758529020822,0.8846495010758091,79.19064944423722,0.4095759569953337,0.12933803531744212,0.8,0,1,215,0.22845474133129873,4,0.6823552135027482,0
user2592_genuine_227,190,1982.0,0.0958627648839556,95,265,0.3584905660377358,1,1,212,20,1,37,2,20.526315789473685,0.6557844999336018,176.1143900099488,1.2277562764482277,0.4957711448953204,1.0,0,0,89,0.446763410826291,0,0.01089902643543712,0
bot_38_664,122,1408.0,0.08664772727272728,11,1087,0.010119595216191352,0,0,0,10,1,10,7,13.934426229508196,0.11409986517943826,5.934821720643569,0.6739095051821857,0.8168082915584751,0.4,0,0,22,0.28169164617435055,6,0.3137829687254432,1
bot_7_922,581,1138.0,0.5105448154657294,45,14,3.2142857142857144,0,0,0,9,1,20,2,3.7865748709122204,0.18074722797583462,8.61903482723146,0.9827156683298492,0.9047116201979681,0.4,0,0,52,0.22612405843139502,0,0.4017641137099972,0
bot_261_426,1864,1159.0,1.6082830025884383,49,67,0.7313432835820896,0,0,0,11,1,32,19,2.736051502145923,0.14746601496566233,4.606981064758464,0.9886495204484613,0.8464382608443014,0.4,0,0,286,0.44238335798255163,0,0.004893489123510941,1
bot_326_421,1377,1879.0,0.7328366152208622,37,465,0.07956989247311828,1,1,43,11,1,89,95,13.362381989832969,0.032414250806654596,6.9489441485985814,1.998235716819861,0.7952626164341057,1.0,0,0,9,0.2793537539725954,0,0.9082394133600205,1
bot_248_240,441,5062.0,0.08711971552745951,40,20,2.0,0,0,0,11,1,21,0,4.761904761904762,0.1223838892203547,13.803164123665331,1.162372285461219,0.8071024448925963,0.4,0,0,278,0.4866248134150055,1,0.2647178623698868,1
bot_65_750,254,3166.0,0.08022741629816804,23,343,0.06705539358600583,0,0,0,10,1,1,0,0.39370078740157477,0.04785908463931264,9.985022630456815,1.6301209738372133,0.6797404387128035,0.4,0,0,59,0.018322120518726503,0,0.6039443820648025,1
user2259_genuine_153,102,301.0,0.3388704318936877,128,292,0.4383561643835616,0,1,106,20,1,3,1,3.9215686274509802,0.6483598378500548,34.470039968267,0.3354256943012587,0.3735574053466585,0.8,0,1,326,0.8188289911033042,0,0.20512362244251675,0
bot_2208_926,1502,3142.0,0.47803946530872055,12,88,0.13636363636363635,0,0,0,12,1,35,12,3.129161118508655,0.2005185477624474,3.9605492688254134,1.3924251719296392,0.8962837506780219,0.4,0,0,52,0.2950419762956766,0,0.15137129605419444,1
bot_454_304,1714,4623.0,0.3707549210469392,322,56,5.75,0,0,0,11,1,45,32,4.492415402567095,0.0019432018607330346,4.512320441043851,1.1029936097979027,0.7544185410352046,0.4,0,0,14,0.16622573303109062,0,0.9266969790222308,0
user1237_genuine_372,3231,3525.779468736606,0.9163931064462649,853,1473,0.5790902919212492,0,0,0,20,1,46,87,4.11637264004952,0.8787210136368421,56.89350116824634,4.2648117428048264,0.40427152951673495,0.4,0,0,275,0.2007726483544251,1,0.5637597236090621,1
user103_genuine_723,1180,2643.0,0.44646235338630347,32,156,0.20512820512820512,0,0,0,19,1,106,70,14.915254237288137,0.417137451948689,151.77766444908727,2.46217840351119,0.7832839504121236,0.4,0,0,216,0.7392947351647732,0,0.22044371202907734,0
user2643_genuine_754,1332,1727.0,0.7712796757382745,58,127,0.4566929133858268,1,1,54,20,1,242,41,21.246246246246248,0.35325873020840814,176.6745680854798,4.13307918942477,0.21396186522895216,1.0,0,0,20,0.1128593053524447,0,0.3933932840738832,0
user272_genuine_562,11,1803.0,0.006100942872989462,73,386,0.18911917098445596,0,1,112,19,1,0,0,0.0,0.9155237825147314,11.86925195528377,4.198564466917135,0.3662439460473653,0.8,0,1,53,0.8958157315601947,0,0.45959389167975656,0
user508_genuine_533,53398,39838.4270365778,1.340364165256134,213,90,2.3666666666666667,0,0,0,19,1,593,2087,5.018914566088617,0.4646419048152468,56.17746545046007,3.475966561938314,0.678055238481996,0.4,0,0,291,0.750811381374439,0,0.40030878256021246,1
user2226_genuine_719,3161,2685.0,1.1772811918063315,295,90,3.2777777777777777,1,1,156,20,1,323,30,11.167352103764632,0.5545640140523703,27.136329598093933,2.039123625884062,0.22013032398852755,1.0,0,0,255,0.30050128769077755,0,0.08090666101335015,0
bot_2183_239,632,1760.0,0.35909090909090907,322,3,107.33333333333333,0,0,0,12,1,10,2,1.89873417721519,0.0893240128133842,10.121909833795204,1.666809239790221,0.9780108198425104,0.4,0,0,46,0.04120217624837777,6,0.7955200134898048,1
user2441_genuine_765,355,4511.0,0.07869651961870983,20,106,0.18867924528301888,1,1,168,20,1,58,19,21.69014084507042,0.7452537236726596,57.3087180365349,4.897178386272114,0.11555606880915548,1.0,0,0,230,0.6643144781887336,1,0.5822104479104477,0
user865_genuine_444,1097,1817.995208602729,0.6034119313455892,756,1315,0.5749049429657794,0,0,0,19,1,102,61,14.858705560619873,0.592403597495772,158.93333591431627,2.3548482044906933,0.048882365189282864,0.4,0,0,83,0.9451376351025174,1,0.6378285125152007,0
bot_576_729,741,4773.0,0.1552482715273413,163,307,0.5309446254071661,0,0,0,11,1,80,23,13.900134952766532,0.23190590764986885,8.551069462757464,1.5214001579012904,0.7975274840907987,0.4,0,0,125,0.7518742199662378,0,0.22428091330674554,1
user908_genuine_119,111,141.04270149282232,0.7869957028981667,224,9,24.88888888888889,0,1,193,19,1,10,0,9.00900900900901,0.5678006377041793,72.42952560035567,1.6229432541919402,0.6170057759343002,0.8,0,0,22,0.8467725815908732,1,0.6388405179635344,0
user2114_genuine_571,14549,1121.0,12.978590544157003,149,747,0.1994645247657296,0,1,133,20,1,2491,73,17.623204343941165,0.39634036342432644,133.43044228303842,0.32560706402208195,0.6879591188147103,0.8,0,1,112,0.6690778473873946,0,0.18618184623945672,0
bot_1146_374,493,3989.0,0.12358987214840812,18,65,0.27692307692307694,1,1,78,12,1,69,33,20.689655172413794,0.08918812325384748,6.217974915894028,0.579114296888616,0.9554629766908098,1.0,0,0,6,0.07601297880354135,1,0.49505519757245,0
user1627_genuine_742,3,1607.0,0.001866832607342875,205,737,0.2781546811397558,0,1,74,20,1,0,0,0.0,0.9589952229038251,35.20436518005163,1.0164449520736967,0.6436287838897279,0.6,0,1,121,0.42438107897820343,0,0.20274711099433473,0
bot_123_261,577,4497.0,0.12830776072937514,1,59,0.01694915254237288,0,0,0,11,1,9,2,1.9064124783362217,0.24387562788848152,4.179841907470758,0.6930055787475784,0.9889626970408618,0.4,0,0,51,0.3881867224219194,3,0.9762985131295929,1
user1522_genuine_147,6398,2801.0,2.284184219921457,94,189,0.4973544973544973,0,1,138,20,1,253,106,5.611128477649265,0.2542213171131656,153.06838911089406,2.2073837197525634,0.10944158456251359,0.8,0,0,32,0.30353620984206886,0,0.5698912551225649,0
user835_genuine_698,3809,2873.0,1.3257918552036199,607,2213,0.27428829643018526,1,0,0,19,1,123,70,5.066946705171961,0.577369619177863,72.62007088476767,2.768140221290163,0.5026345827852422,0.6,0,0,78,0.06548138183021912,1,0.5115144316839805,0
user358_genuine_115,19021,4490.530922796043,4.235802030321286,957,2446,0.3912510220768602,1,1,86,19,1,2658,1299,20.803322643394143,0.5020655727802535,63.048040506613916,0.8635787150434742,0.3515722994867537,1.0,0,1,229,0.8777129606969395,1,0.6704811522326936,0
user138_genuine_611,478,303.0,1.5775577557755776,52,177,0.2937853107344633,1,1,66,19,1,50,22,15.062761506276152,0.9757703466750995,42.25030896244161,1.660153854254148,0.24315400980402188,1.0,0,1,183,0.05190094358730901,0,0.21705917683992854,0
user299_genuine_597,78,80.71889938428242,0.9663164462719143,52,413,0.12590799031476999,1,1,37,19,1,5,0,6.41025641025641,0.6971413106158391,150.85985373223787,1.234221954923504,0.09638545795077436,1.0,0,0,263,0.19057604651719384,0,0.6321195114449681,0
user1556_genuine_782,57119,100394.09254731536,0.5689478190470224,192,783,0.24521072796934865,0,1,115,20,1,226,1445,2.9254713843029463,0.6203580312060845,68.15664527121643,4.015881436210167,0.5855102110869803,0.8,0,0,300,0.28567518825868676,0,0.20135142045146148,0
user1003_genuine_634,34446,40846.16401082211,0.8433105246033287,271,91,2.978021978021978,0,0,0,20,1,2019,2174,12.172676072693491,0.44491270996822474,120.52051743831937,1.0683169857169574,0.36629924173794565,0.4,0,0,305,0.01671109373772628,0,0.43025264273803265,0
user382_genuine_848,122,610.0,0.2,73,158,0.4620253164556962,0,1,230,19,1,18,7,20.491803278688526,0.7784025409777737,81.60404586129374,1.686700264406384,0.3862480746626963,0.8,0,1,167,0.2976737155928457,0,0.09588755561666948,0
user941_genuine_721,157,4489.0,0.03497438182223212,144,67,2.1492537313432836,1,1,157,19,1,15,11,16.560509554140125,0.7978730634697812,95.42036545664507,1.565920208383288,0.6475552351029077,1.0,0,1,124,0.19169024135328938,2,0.3958144646641388,0
bot_1696_989,294,2670.0,0.1101123595505618,41,21,1.9523809523809523,0,0,0,12,1,3,5,2.7210884353741496,0.044979201048944324,2.203006564319521,0.8421674099321548,0.7213173262021487,0.4,0,1,57,0.07619716850432688,0,0.4905403540143545,1
bot_2104_300,349,5055.0,0.06904055390702275,35,88,0.3977272727272727,0,0,0,12,1,42,21,18.05157593123209,0.0557022206134218,13.880407283100265,1.1900351938107983,0.775166065533069,0.4,0,0,31,0.004331246261561938,0,0.5489615028681013,1
user761_genuine_575,681,763.5984690201593,0.8918299703689182,480,848,0.5660377358490566,0,1,134,19,1,5,27,4.698972099853157,0.7635239098810629,78.11768996035516,0.7973158916525325,0.4241398158136986,0.8,0,1,286,0.3697553892801022,0,0.3430902029356176,0
user1705_genuine_724,2786,3751.0,0.7427352705945082,752,1280,0.5875,1,0,0,20,1,42,209,9.009332376166547,0.6839553916022021,160.46348761581757,3.9719985202467845,0.02239819425650147,0.6,0,1,216,0.40726816005720956,0,0.07691705873788296,0
user1873_genuine_699,3716,4729.0,0.7857898075703108,166,60,2.7666666666666666,0,1,171,20,1,132,177,8.315392895586653,0.5101895308285715,55.35923631271954,1.3958253695503418,0.4713756690090814,0.8,0,1,322,0.6943851643543439,0,0.025711266655485374,0
user2550_genuine_950,11,14.505552456587267,0.758330303717917,22,121,0.18181818181818182,1,1,91,20,1,0,0,0.0,0.7337359261305184,77.4660580310578,4.51430612096028,0.48127897234989575,1.0,0,0,203,0.869270603995332,0,0.07646787769025493,0
user2086_genuine_925,7341,1180.0,6.2211864406779664,483,905,0.5337016574585636,1,1,90,20,1,293,409,9.562729873314263,0.44741054543022896,48.38292248065272,4.0364792381721415,0.24074655847988416,1.0,0,1,40,0.13166490012596,0,0.49705629085200925,0
user2197_genuine_417,188,4880.0,0.038524590163934426,81,194,0.4175257731958763,1,1,213,20,1,30,6,19.148936170212767,0.6774876373404619,105.06029766974088,3.967321085333813,0.21872503560314424,1.0,0,0,315,0.45330444426883887,0,0.5480848427279351,0
user898_genuine_879,119,77.63123575899003,1.5328881324192922,786,1402,0.5606276747503567,0,0,0,19,1,22,7,24.369747899159663,0.10918376855672068,53.2345125736691,0.34699607474126176,0.07528637499004756,0.4,0,1,162,0.0027943838203846605,1,0.436055940623144,0
bot_1249_428,548,5210.0,0.10518234165067178,6,64,0.09375,0,0,0,12,1,47,21,12.408759124087592,0.09212469115595291,7.737900321813099,1.5368010376122536,0.913798445962859,0.4,0,0,209,0.3501054667414456,0,0.18666539951953504,1
bot_865_220,386,2536.0,0.15220820189274448,30,696,0.04310344827586207,1,1,31,11,1,6,7,3.3678756476683938,0.05184157938226392,14.95750725978961,1.3842303831294454,0.806360771952487,1.0,0,0,209,0.2336165138727332,0,0.21590738667268158,1
user1402_genuine_908,3786,4546.0,0.8328200615926089,392,1605,0.2442367601246106,1,1,122,20,1,343,229,15.108293713681986,0.4751472023776404,10.289190556727775,1.6685894816948594,0.5406166817391612,1.0,0,1,10,0.2963772047770482,4,0.5373382132220601,0
bot_1123_379,86,4321.0,0.019902800277713493,63,16,3.9375,1,1,69,12,1,1,1,2.3255813953488373,0.2108257958686451,4.651389150086528,1.8509863821631813,0.9029383350920995,1.0,0,1,29,0.3026490838259259,0,0.9868809228577204,1
bot_1035_515,446,2916.0,0.15294924554183814,39,1035,0.03768115942028986,0,0,0,12,1,18,0,4.0358744394618835,0.19553117806595924,8.863105219592597,1.4223114345475034,0.929652353563587,0.4,0,0,55,0.24755736784192994,2,0.6387451520330099,1
