account_id,username,account_age_days,posts,followers,following,has_profile_picture,bio_length,avg_likes_per_post,avg_comments_per_post,follow_back_ratio,username_pattern,activity_pattern,network_pattern,label
acc_687044,david_gym,950,0,0,158,1,31,0,0,0.0,normal,normal,normal,genuine
acc_234733,sophia_nature,305,36,0,2743,0,31,2,5,0.0,normal,normal,normal,genuine
acc_863197,isabella_yoga,399,16,1264,3856,1,28,121,24,0.3278008298755187,normal,normal,normal,genuine
acc_105543,james_sports,1120,37,0,598,0,32,12,4,0.0,normal,normal,normal,genuine
acc_196118,jessica_reads,964,35,0,158,0,0,2,5,0.0,normal,normal,normal,genuine
acc_590165,james_sports,11,49,3199,253,0,32,25,2,10.0,normal,normal,fake_follower_spike,suspicious
acc_355836,mike_travel,23,491,29,456,1,33,16,4,0.06359649122807018,normal,normal,normal,genuine
acc_759666,mark_coffee_488,1135,553,937,85,0,0,35,0,10.0,normal,normal,normal,genuine
acc_301332,emma_tech,635,5,0,0,1,32,5,5,0.0,normal,normal,normal,genuine
acc_521239,jessica_reads,1564,2304,378,424,0,31,1,1,0.8915094339622641,normal,spammy,normal,suspicious
acc_169268,jessica_reads_711,2421,28,0,4029,1,33,3,4,0.0,normal,normal,normal,genuine
acc_681167,buy_now,1098,4205,359,921,1,30,2,1,0.38979370249728557,normal,repetitive,normal,suspicious
acc_907868,alex_smith,1238,4244,224,0,1,33,18,5,0.0,normal,normal,normal,genuine
acc_919771,mike_travel_933,25,46,5191,381,1,28,30,8,10.0,normal,normal,fake_follower_spike,suspicious
acc_684640,olivia_art_22,1478,0,23,806,1,31,0,0,0.028535980148883373,normal,normal,normal,genuine
acc_195775,tom_books,601,135,0,113,1,36,7,4,0.0,normal,normal,normal,genuine
acc_490633,james_sports,31,0,13,30,1,26,0,0,0.43333333333333335,normal,normal,normal,genuine
acc_921376,lily_food,2019,0,550,818,0,27,0,0,0.6723716381418093,normal,normal,normal,genuine
acc_473668,emma_tech_315,7,16,2028,264,0,26,19,1,7.681818181818182,normal,normal,fake_follower_spike,suspicious
acc_954059,emma_tech_32,1212,157,0,31,1,0,9,2,0.0,normal,normal,normal,genuine
acc_113406,james_sports,431,26,11,805,1,32,2,2,0.013664596273291925,normal,normal,normal,genuine
acc_634150,david_gym,2197,65,0,645,1,0,16,0,0.0,normal,normal,normal,genuine
acc_370587,tom_books,752,391,0,122,1,28,11,4,0.0,normal,normal,normal,genuine
acc_475815,john_photo_93,66,0,1400,1568,1,30,0,0,0.8928571428571429,normal,normal,normal,genuine
acc_313183,follower_boost,904,0,50,1091,0,28,0,0,0.045829514207149404,normal,spammy,mass_following,suspicious
acc_718799,emma_tech,2448,96,47595,417,1,26,62,3,10.0,normal,normal,fake_follower_spike,suspicious
acc_391157,emma_tech_622,2045,28,6790,18,0,31,531,126,10.0,normal,normal,normal,genuine
acc_890937,mike_travel_65,2024,23,0,191,1,30,19,5,0.0,normal,normal,normal,genuine
acc_638401,alex_smith,1066,66,0,0,1,31,4,1,0.0,normal,normal,normal,genuine
acc_751332,lily_food,301,0,45,41,1,26,0,0,1.0975609756097562,normal,normal,normal,genuine
acc_299635,emma_tech,2234,19,0,0,1,27,8,2,0.0,normal,normal,normal,genuine
acc_537789,buy_likes_here,1458,4733,427,197,0,39,9,0,2.16751269035533,normal,repetitive,normal,suspicious
acc_245129,jessica_reads_117,1960,436,98,69,0,30,11,3,1.4202898550724639,normal,normal,normal,genuine
acc_684195,sophia_nature_336,2023,8,0,105,1,33,11,1,0.0,normal,normal,normal,genuine
acc_116438,get_rich_quick,1575,1877,71,113,1,39,8,1,0.6283185840707964,normal,repetitive,normal,suspicious
acc_192525,john_photo,2179,149,29647,66,0,26,49,16,10.0,normal,normal,fake_follower_spike,suspicious
acc_801633,isabella_yoga_818,553,3738,21,594,1,30,14,2,0.03535353535353535,normal,normal,normal,genuine
acc_651366,mark_coffee,2300,0,0,3964,1,26,0,0,0.0,normal,normal,normal,genuine
acc_706794,alex_smith,2359,3750,0,509,1,0,1,2,0.0,normal,normal,normal,genuine
acc_546616,lily_food_504,437,135,21,74,1,31,1,2,0.28378378378378377,normal,normal,normal,genuine
acc_996508,chris_music,1498,192,0,0,1,30,12,5,0.0,normal,normal,normal,genuine
acc_882824,isabella_yoga,472,89,7512,575,0,26,126,116,10.0,normal,normal,normal,genuine
acc_428769,john_photo,926,2960,340,207,0,37,4,1,1.642512077294686,normal,spammy,normal,suspicious
acc_997135,mike_travel_156,1205,12,62,983,1,36,2,1,0.06307222787385554,normal,normal,normal,genuine
acc_214007,sophia_nature,2477,116,98,23,1,31,11,5,4.260869565217392,normal,normal,normal,genuine
acc_668471,james_sports,2147,1109,86,437,0,26,14,2,0.19679633867276888,normal,normal,normal,genuine
acc_853942,alex_smith_359,452,11,0,0,1,26,18,2,0.0,normal,normal,normal,genuine
acc_613358,mark_coffee,361,9,52,747,1,30,16,1,0.06961178045515395,normal,normal,normal,genuine
acc_865344,david_gym,932,27,40,0,1,31,4,2,0.0,normal,normal,normal,genuine
acc_197744,olivia_art,1371,0,5553,0,0,30,0,0,0.0,normal,normal,normal,genuine
acc_504390,tom_books,139,0,53,0,1,28,0,0,0.0,normal,normal,normal,genuine
acc_167077,isabella_yoga,1012,34,0,556,1,27,19,1,0.0,normal,normal,normal,genuine
acc_634277,olivia_art_49,450,372,55,0,1,37,3,5,0.0,normal,normal,normal,genuine
acc_884149,jessica_reads,1159,17,269,0,1,33,1,1,0.0,normal,normal,normal,genuine
acc_215333,james_sports,271,22,0,0,1,31,12,0,0.0,normal,normal,normal,genuine
acc_699829,isabella_yoga_744,911,4398,86,44,0,33,4,5,1.9545454545454546,normal,normal,normal,genuine
acc_531939,jessica_reads_251,1015,16,0,44,1,27,18,4,0.0,normal,normal,normal,genuine
acc_739719,hacker_pro,2298,2289,386,949,1,28,5,2,0.4067439409905163,normal,repetitive,normal,suspicious
acc_840363,user_1258888,2073,54,27,6827,0,31,9,2,0.003954885015380109,normal,burst,mass_following,suspicious
acc_311587,lily_food_734,1762,40,0,0,1,33,7,0,0.0,normal,normal,normal,genuine
acc_232053,david_gym,1896,49,0,167,1,0,15,5,0.0,normal,normal,normal,genuine
acc_707510,money_maker99,585,2358,50,392,0,28,6,1,0.12755102040816327,normal,repetitive,normal,suspicious
acc_268818,isabella_yoga,1274,0,291,0,1,26,0,0,0.0,normal,normal,normal,genuine
acc_177101,olivia_art,223,2271,59,938,1,31,10,1,0.0628997867803838,normal,normal,normal,genuine
acc_273650,emma_tech_659,1151,0,78,0,1,33,0,0,0.0,normal,normal,normal,genuine
acc_713931,user_7578888,1395,4641,132,707,1,34,2,2,0.1867043847241867,normal,repetitive,normal,suspicious
acc_188403,olivia_art,1330,73,9254,178,0,36,39,14,10.0,normal,normal,fake_follower_spike,suspicious
acc_752788,mike_travel,1543,17,69,606,1,26,12,4,0.11386138613861387,normal,normal,normal,genuine
acc_550779,david_gym,1206,36,0,0,0,27,17,4,0.0,normal,normal,normal,genuine
acc_422823,jessica_reads,638,20,98,748,1,33,9,0,0.13101604278074866,normal,normal,normal,genuine
acc_562113,mike_travel,1922,41,9,799,1,26,9,5,0.011264080100125156,normal,normal,normal,genuine
acc_886185,alex_smith,2180,0,83,0,1,30,0,0,0.0,normal,normal,normal,genuine
acc_392515,mark_coffee,1005,15,35,1211,1,28,3,1,0.028901734104046242,normal,normal,normal,genuine
acc_958179,mark_coffee_318,921,0,61,790,1,27,0,0,0.07721518987341772,normal,normal,normal,genuine
acc_747554,chris_music,1123,0,8699,12,1,33,0,0,10.0,normal,normal,normal,genuine
acc_735617,chris_music,406,0,246,56,1,28,0,0,4.392857142857143,normal,normal,normal,genuine
acc_623557,mike_travel,992,388,8358,123,1,27,556,9,10.0,normal,normal,normal,genuine
acc_827744,mike_travel,938,0,48,3628,0,26,0,0,0.013230429988974642,normal,normal,normal,genuine
acc_469970,hacker_pro,518,2451,166,821,0,39,3,3,0.20219244823386115,normal,repetitive,normal,suspicious
acc_231414,jessica_reads,1844,30,665,3060,0,36,66,2,0.2173202614379085,normal,normal,normal,genuine
acc_882275,freecrypto123,777,1193,129,229,1,30,7,0,0.5633187772925764,normal,repetitive,normal,suspicious
acc_754112,mark_coffee_990,767,145,78,0,0,33,14,5,0.0,normal,normal,normal,genuine
acc_150077,john_photo,2307,81,92,2859,1,28,11,1,0.03217908359566282,normal,normal,normal,genuine
acc_146761,chris_music_733,424,37,2274,507,1,28,66,34,4.485207100591716,normal,normal,normal,genuine
acc_779384,isabella_yoga,319,35,57,0,1,0,0,3,0.0,normal,normal,normal,genuine
acc_323812,free_money_2026,634,0,33,1385,0,39,0,0,0.023826714801444042,normal,spammy,mass_following,suspicious
acc_988869,sophia_nature_131,254,29,56,254,1,0,13,1,0.2204724409448819,normal,normal,normal,genuine
acc_507207,user_75388888,505,70,130,3595,0,30,5,3,0.03616133518776078,normal,burst,mass_following,suspicious
acc_170966,chris_music,2080,61,7339,65,0,31,672,26,10.0,normal,normal,normal,genuine
acc_913769,mark_coffee,1012,2825,408,478,0,30,5,0,0.8535564853556485,normal,spammy,normal,suspicious
acc_611265,alex_smith,2088,0,0,551,1,31,0,0,0.0,normal,normal,normal,genuine
acc_506308,chris_music,626,65,327,6067,0,39,3,2,0.053898137464974454,normal,burst,mass_following,suspicious
acc_153063,john_photo,1713,494,0,41,1,33,0,0,0.0,normal,normal,normal,genuine
acc_934541,mark_coffee_34,1126,0,59,0,1,30,0,0,0.0,normal,normal,normal,genuine
acc_900154,james_sports_170,672,151,35158,242,1,31,89,19,10.0,normal,normal,fake_follower_spike,suspicious
acc_971731,get_here,674,3683,481,819,0,28,5,2,0.5873015873015873,normal,repetitive,normal,suspicious
acc_884096,sarah_jones_998,1475,359,0,0,1,32,7,1,0.0,normal,normal,normal,genuine
acc_626883,jessica_reads,716,30,89,98,1,28,5,4,0.9081632653061225,normal,normal,normal,genuine
acc_778799,chris_music,2481,418,68,0,0,30,9,0,0.0,normal,normal,normal,genuine
acc_829685,david_gym,1472,94,0,152,1,28,15,4,0.0,normal,normal,normal,genuine
acc_105547,mark_coffee_149,1932,0,29,4813,1,26,0,0,0.0060253480157905675,normal,normal,normal,genuine
acc_871059,user_8728888,328,97,339,9638,1,39,8,3,0.035173272463166635,normal,burst,mass_following,suspicious
acc_763626,jessica_reads,299,32,0,0,0,32,18,5,0.0,normal,normal,normal,genuine
acc_319869,emma_tech,1436,453,496,3020,1,27,6,7,0.16423841059602648,normal,normal,normal,genuine
acc_850905,click_now,1772,2445,211,234,0,30,1,0,0.9017094017094017,normal,repetitive,normal,suspicious
acc_869177,tom_books,309,2,693,0,1,26,60,10,0.0,normal,normal,normal,genuine
acc_435876,mike_travel,812,19,0,27,1,33,9,5,0.0,normal,normal,normal,genuine
acc_603787,mike_travel,1558,0,0,81,0,26,0,0,0.0,normal,normal,normal,genuine
acc_283800,david_gym_353,349,82,271,7522,0,37,8,1,0.036027652220154215,normal,burst,mass_following,suspicious
acc_670079,tom_books_552,2263,6,34,46,1,32,7,5,0.7391304347826086,normal,normal,normal,genuine
acc_240221,emma_tech,518,361,83,0,0,31,13,2,0.0,normal,normal,normal,genuine
acc_412713,sarah_jones_237,211,0,38,4574,1,36,0,0,0.008307826847398338,normal,normal,normal,genuine
acc_300967,mark_coffee,727,479,9791,0,1,31,791,59,0.0,normal,normal,normal,genuine
acc_674835,isabella_yoga,1673,0,19,508,1,0,0,0,0.03740157480314961,normal,normal,normal,genuine
acc_402483,isabella_yoga,551,0,8156,287,1,33,0,0,10.0,normal,normal,normal,genuine
acc_764938,jessica_reads,17,44,3062,412,1,30,19,4,7.432038834951456,normal,normal,fake_follower_spike,suspicious
acc_384153,jessica_reads,2034,2846,462,288,0,30,1,0,1.6041666666666667,normal,spammy,normal,suspicious
acc_450504,chris_music,1841,466,0,0,1,37,10,3,0.0,normal,normal,normal,genuine
acc_704877,mike_travel_152,845,0,965,0,1,31,0,0,0.0,normal,normal,normal,genuine
acc_147899,alex_smith,1265,2814,300,0,1,30,13,5,0.0,normal,normal,normal,genuine
acc_393768,lily_food_557,264,5,474,4164,0,39,0,3,0.1138328530259366,normal,burst,mass_following,suspicious
acc_680701,emma_tech,1608,332,0,0,1,31,18,5,0.0,normal,normal,normal,genuine
acc_335388,sophia_nature_969,1091,19,56,0,0,32,0,2,0.0,normal,normal,normal,genuine
acc_180122,james_sports,449,183,11393,458,1,30,98,18,10.0,normal,normal,fake_follower_spike,suspicious
acc_654203,user_46188,789,70,376,7545,0,37,5,2,0.04983432736911862,normal,burst,mass_following,suspicious
acc_454485,user_366888,854,3840,115,880,0,28,10,2,0.13068181818181818,normal,repetitive,normal,suspicious
acc_631741,isabella_yoga,224,2101,82,688,1,30,18,4,0.11918604651162791,normal,normal,normal,genuine
acc_861411,isabella_yoga,2388,0,25,67,1,26,0,0,0.373134328358209,normal,normal,normal,genuine
acc_925115,james_sports,355,19,0,57,1,26,9,5,0.0,normal,normal,normal,genuine
acc_136786,emma_tech_388,1417,23,51,790,1,31,11,1,0.06455696202531645,normal,normal,normal,genuine
acc_729395,buy_easy,569,0,26,554,0,28,0,0,0.04693140794223827,normal,spammy,mass_following,suspicious
acc_792371,lily_food_115,1383,0,31,2093,1,31,0,0,0.014811275680840898,normal,normal,normal,genuine
acc_337355,user_29988,189,35,20,9468,0,30,2,3,0.0021123785382340513,normal,burst,mass_following,suspicious
acc_762277,tom_books,2469,614,423,541,0,26,1,2,0.7818853974121996,normal,spammy,normal,suspicious
acc_528497,john_photo_727,30,37,49,0,1,0,8,2,0.0,normal,normal,normal,genuine
acc_315780,john_photo,257,0,0,3162,1,27,0,0,0.0,normal,normal,normal,genuine
acc_381170,sophia_nature_576,2002,3065,430,769,1,36,27,1,0.5591677503250976,normal,normal,normal,genuine
acc_188129,chris_music_745,593,303,5000,188,0,30,19,18,10.0,normal,normal,normal,genuine
acc_446337,sophia_nature,564,1,589,529,1,36,41,9,1.113421550094518,normal,normal,normal,genuine
acc_367755,olivia_art_625,543,2430,285,579,0,28,4,1,0.49222797927461137,normal,spammy,normal,suspicious
acc_493935,mike_travel,664,0,0,708,1,32,0,0,0.0,normal,normal,normal,genuine
acc_488892,sarah_jones_12,2407,27,58,0,0,0,17,5,0.0,normal,normal,normal,genuine
acc_571272,win_big_now,1527,1060,494,674,0,30,6,3,0.7329376854599406,normal,repetitive,normal,suspicious
acc_960198,alex_smith,121,105,663,214,1,33,33,11,3.0981308411214954,normal,normal,normal,genuine
acc_508171,user_5608888,1738,66,226,2924,0,31,1,3,0.07729138166894665,normal,burst,mass_following,suspicious
acc_183336,sophia_nature,550,484,48,0,1,37,8,3,0.0,normal,normal,normal,genuine
acc_539399,sophia_nature,353,2857,490,383,1,0,1,0,1.279373368146214,normal,spammy,normal,suspicious
acc_254414,user_4628888,65,94,200,7832,0,36,2,2,0.02553626149131767,normal,burst,mass_following,suspicious
acc_775180,olivia_art_711,772,51,64,79,1,26,20,0,0.810126582278481,normal,normal,normal,genuine
acc_975387,sophia_nature_347,853,47,89,742,1,0,1,3,0.11994609164420485,normal,normal,normal,genuine
acc_749253,lily_food_303,2044,0,36,739,1,37,0,0,0.04871447902571042,normal,normal,normal,genuine
acc_130451,lily_food_625,2062,3849,0,0,1,0,20,3,0.0,normal,normal,normal,genuine
acc_312960,john_photo,2420,4783,65,114,1,31,6,3,0.5701754385964912,normal,normal,normal,genuine
acc_291031,chris_music,446,0,0,0,0,27,0,0,0.0,normal,normal,normal,genuine
acc_460765,isabella_yoga,465,2354,0,795,1,28,6,4,0.0,normal,normal,normal,genuine
acc_526691,james_sports_850,888,338,789,136,1,36,32,6,5.801470588235294,normal,normal,normal,genuine
acc_832851,alex_smith,171,96,0,81,0,28,12,1,0.0,normal,normal,normal,genuine
acc_922914,lily_food,415,2110,474,751,1,26,2,1,0.6311584553928096,normal,spammy,normal,suspicious
acc_683469,sophia_nature,962,25,0,0,0,27,17,3,0.0,normal,normal,normal,genuine
acc_541631,john_photo_481,2409,2,687,0,1,30,21,9,0.0,normal,normal,normal,genuine
acc_162086,alex_smith,1737,73,129,2686,0,30,9,3,0.04802680565897245,normal,burst,mass_following,suspicious
acc_499371,mike_travel_58,819,1819,357,503,0,33,6,3,0.709741550695825,normal,normal,normal,genuine
acc_486478,isabella_yoga,1611,30,0,132,1,28,8,2,0.0,normal,normal,normal,genuine
acc_708555,john_photo_301,1542,400,95,252,0,37,9,2,0.376984126984127,normal,normal,normal,genuine
acc_223264,tom_books_208,15,0,64,2,0,33,0,0,10.0,normal,normal,normal,genuine
acc_357058,tom_books_659,1673,1294,123,505,0,30,3,0,0.24356435643564356,normal,spammy,normal,suspicious
acc_283950,user_83988888,145,81,499,3429,0,27,3,3,0.14552347623213766,normal,burst,mass_following,suspicious
acc_329437,alex_smith,3,365,3908,0,1,32,56,67,0.0,normal,normal,normal,genuine
acc_390801,james_sports_445,487,2502,199,295,1,28,10,4,0.6745762711864407,normal,normal,normal,genuine
acc_200493,win_big_now,1185,1756,63,513,0,30,7,3,0.12280701754385964,normal,repetitive,normal,suspicious
acc_329009,sarah_jones_370,2264,20,0,58,1,28,5,1,0.0,normal,normal,normal,genuine
acc_752440,user_594888,1085,2989,235,365,0,30,6,3,0.6438356164383562,normal,repetitive,normal,suspicious
acc_259072,alex_smith,1298,163,50,294,1,28,15,0,0.17006802721088435,normal,normal,normal,genuine
acc_991090,tom_books,1875,42,0,401,1,0,3,5,0.0,normal,normal,normal,genuine
acc_978891,tom_books_260,1971,111,45838,323,0,36,64,6,10.0,normal,normal,fake_follower_spike,suspicious
acc_181955,mark_coffee_234,404,0,26,510,1,28,0,0,0.050980392156862744,normal,normal,normal,genuine
acc_873267,tom_books_451,2077,24,0,12,1,32,6,3,0.0,normal,normal,normal,genuine
acc_533032,mike_travel,2096,15,418,97,0,33,3,6,4.309278350515464,normal,normal,normal,genuine
acc_884845,user_36588888,1169,80,142,3589,1,34,1,1,0.0395653385344107,normal,burst,mass_following,suspicious
acc_645300,tom_books,485,321,10,152,1,0,14,3,0.06578947368421052,normal,normal,normal,genuine
acc_330987,olivia_art,1503,333,32,0,1,0,15,2,0.0,normal,normal,normal,genuine
acc_333365,sophia_nature,831,0,57,118,0,27,0,0,0.4830508474576271,normal,normal,normal,genuine
acc_334081,james_sports,719,0,102,0,1,0,0,0,0.0,normal,normal,normal,genuine
acc_501035,jessica_reads_766,44,13,1,3060,1,37,20,2,0.000326797385620915,normal,normal,normal,genuine
acc_704208,user_50488,1540,522,236,337,0,30,1,1,0.7002967359050445,normal,repetitive,normal,suspicious
acc_451709,sarah_jones,2420,0,0,928,0,32,0,0,0.0,normal,normal,normal,genuine
acc_312398,emma_tech,2401,303,0,0,0,31,0,2,0.0,normal,normal,normal,genuine
acc_700675,jessica_reads,2254,142,16622,368,1,30,70,8,10.0,normal,normal,fake_follower_spike,suspicious
acc_387892,james_sports,235,5,3622,823,0,36,120,46,4.40097205346294,normal,normal,normal,genuine
acc_444650,emma_tech,1483,284,15,105,1,30,20,3,0.14285714285714285,normal,normal,normal,genuine
acc_230532,follow_fast,2278,0,54,1961,0,34,0,0,0.027536970933197347,normal,spammy,mass_following,suspicious
acc_249940,sophia_nature,28,63,3070,484,1,30,33,7,6.3429752066115705,normal,normal,fake_follower_spike,suspicious
acc_662292,isabella_yoga_644,793,0,449,0,1,31,0,0,0.0,normal,normal,normal,genuine
acc_712879,sarah_jones_679,1533,0,14,2332,0,28,0,0,0.006003430531732418,normal,normal,normal,genuine
acc_845134,david_gym,106,0,0,975,0,28,0,0,0.0,normal,normal,normal,genuine
acc_227919,chris_music_160,822,116,37895,430,1,31,52,10,10.0,normal,normal,fake_follower_spike,suspicious
acc_998258,sarah_jones,2205,48,40,837,1,31,8,5,0.04778972520908005,normal,normal,normal,genuine
acc_120407,chris_music,2016,4385,265,2628,1,28,2,1,0.10083713850837138,normal,normal,normal,genuine
acc_103614,user_4868888,576,22,67,5468,0,31,9,0,0.012253108997805413,normal,burst,mass_following,suspicious
acc_759737,jessica_reads,653,0,8329,176,1,26,0,0,10.0,normal,normal,normal,genuine
acc_840756,tom_books_731,2095,161,48342,205,0,27,87,15,10.0,normal,normal,fake_follower_spike,suspicious
acc_334490,jessica_reads_388,2359,75,17611,166,1,36,92,6,10.0,normal,normal,fake_follower_spike,suspicious
acc_791897,sophia_nature,1101,0,0,177,0,36,0,0,0.0,normal,normal,normal,genuine
acc_201255,sophia_nature,533,36,463,0,1,36,36,8,0.0,normal,normal,normal,genuine
acc_575306,sarah_jones,2372,354,3,12,1,0,20,5,0.25,normal,normal,normal,genuine
acc_787842,alex_smith_671,158,401,75,263,0,28,0,5,0.28517110266159695,normal,normal,normal,genuine
acc_508892,mark_coffee,967,0,28,151,1,36,0,0,0.18543046357615894,normal,normal,normal,genuine
acc_140048,jessica_reads_916,628,427,185,258,0,36,17,2,0.7170542635658915,normal,normal,normal,genuine
acc_120425,isabella_yoga,855,0,48,98,0,31,0,0,0.4897959183673469,normal,normal,normal,genuine
acc_528346,david_gym,608,304,0,984,1,36,4,0,0.0,normal,normal,normal,genuine
acc_293301,click_2026,747,3744,209,167,1,34,5,3,1.251497005988024,normal,repetitive,normal,suspicious
acc_143683,buy_here,203,0,89,1967,0,28,0,0,0.045246568378240974,normal,spammy,mass_following,suspicious
acc_916350,alex_smith,45,0,0,0,0,33,0,0,0.0,normal,normal,normal,genuine
acc_470764,tom_books_117,531,830,231,302,0,30,1,1,0.7649006622516556,normal,spammy,normal,suspicious
acc_287123,isabella_yoga,1359,47,0,1236,0,31,6,1,0.0,normal,normal,normal,genuine
acc_193131,sarah_jones,9,354,0,0,1,26,4,0,0.0,normal,normal,normal,genuine
acc_931251,mike_travel_159,661,85,20031,123,0,26,80,5,10.0,normal,normal,fake_follower_spike,suspicious
acc_981864,david_gym,201,2621,249,715,1,31,3,0,0.34825174825174826,normal,spammy,normal,suspicious
acc_280510,alex_smith,1044,2426,320,481,0,27,1,0,0.6652806652806653,normal,spammy,normal,suspicious
acc_460934,james_sports_874,2053,21,764,2983,0,36,43,7,0.2561180020113979,normal,normal,normal,genuine
acc_677218,james_sports,2084,166,18911,190,0,27,46,20,10.0,normal,normal,fake_follower_spike,suspicious
acc_963227,alex_smith,1631,0,25,548,1,28,0,0,0.04562043795620438,normal,normal,normal,genuine
acc_530187,olivia_art_573,109,266,79,96,1,28,1,3,0.8229166666666666,normal,normal,normal,genuine
acc_544474,alex_smith,982,123,83,0,1,36,19,3,0.0,normal,normal,normal,genuine
acc_713374,mike_travel_378,13,32,9175,388,0,39,29,1,10.0,normal,normal,fake_follower_spike,suspicious
acc_122508,alex_smith,217,22,3468,268,1,33,243,43,10.0,normal,normal,normal,genuine
acc_153157,david_gym_102,2,83,3305,313,0,30,10,7,10.0,normal,normal,fake_follower_spike,suspicious
acc_729152,sarah_jones,2449,2555,390,608,1,31,3,0,0.6414473684210527,normal,spammy,normal,suspicious
acc_214856,lily_food_299,2324,9,9669,407,1,32,853,50,10.0,normal,normal,normal,genuine
acc_775441,tom_books_216,2149,0,668,115,0,26,0,0,5.808695652173913,normal,normal,normal,genuine
acc_883281,mike_travel_713,587,25,481,170,1,32,1,2,2.8294117647058825,normal,normal,normal,genuine
acc_956721,mike_travel,1,49,0,175,1,28,13,5,0.0,normal,normal,normal,genuine
acc_278363,emma_tech,11,74,7549,331,0,39,30,1,10.0,normal,normal,fake_follower_spike,suspicious
acc_740903,sophia_nature,740,0,0,540,1,26,0,0,0.0,normal,normal,normal,genuine
acc_260183,lucky88888,965,0,27,1442,0,28,0,0,0.01872399445214979,normal,spammy,mass_following,suspicious
acc_529655,sarah_jones,2061,3387,54,139,1,37,4,5,0.38848920863309355,normal,normal,normal,genuine
acc_536201,isabella_yoga_153,1832,0,796,0,1,0,0,0,0.0,normal,normal,normal,genuine
acc_923575,jessica_reads,1142,35,0,58,1,27,5,1,0.0,normal,normal,normal,genuine
acc_741185,john_photo,235,468,0,3693,1,0,3,5,0.0,normal,normal,normal,genuine
acc_124851,lily_food_962,2434,2277,0,334,1,0,5,0,0.0,normal,normal,normal,genuine
acc_430350,emma_tech,270,0,0,505,1,27,0,0,0.0,normal,normal,normal,genuine
acc_368511,mark_coffee,1004,0,0,4403,1,32,0,0,0.0,normal,normal,normal,genuine
acc_914027,mike_travel,1215,5,42,99,1,27,16,3,0.42424242424242425,normal,normal,normal,genuine
acc_693774,lily_food,123,36,98,0,1,0,12,2,0.0,normal,normal,normal,genuine
acc_993761,mike_travel,644,21,0,4828,1,32,9,2,0.0,normal,normal,normal,genuine
acc_585280,olivia_art_441,1640,0,0,0,1,30,0,0,0.0,normal,normal,normal,genuine
acc_821184,emma_tech_1,627,0,0,0,0,27,0,0,0.0,normal,normal,normal,genuine
acc_306297,sarah_jones,1448,757,287,716,0,28,3,0,0.40083798882681565,normal,spammy,normal,suspicious
acc_934042,follow_2026,2298,0,65,647,0,39,0,0,0.10046367851622875,normal,spammy,mass_following,suspicious
acc_989000,chris_music,1638,430,431,0,1,33,3,4,0.0,normal,normal,normal,genuine
acc_145727,john_photo,920,0,186,0,1,26,0,0,0.0,normal,normal,normal,genuine
acc_724893,mike_travel,1521,37,287,2857,0,31,11,5,0.10045502275113756,normal,normal,normal,genuine
acc_392438,mike_travel,443,8,0,270,1,27,19,5,0.0,normal,normal,normal,genuine
acc_330602,earn_fast_2026,1859,756,441,527,1,28,3,3,0.8368121442125237,normal,repetitive,normal,suspicious
acc_779382,user_58388888,1673,4687,299,784,0,28,1,2,0.38137755102040816,normal,repetitive,normal,suspicious
acc_715592,follow_now,2338,0,96,1492,0,30,0,0,0.064343163538874,normal,spammy,mass_following,suspicious
acc_979296,jessica_reads_315,362,0,0,3537,1,33,0,0,0.0,normal,normal,normal,genuine
acc_633243,sophia_nature_324,1986,0,0,136,1,37,0,0,0.0,normal,normal,normal,genuine
acc_761453,john_photo_901,197,14,5,0,1,26,5,5,0.0,normal,normal,normal,genuine
acc_159259,james_sports,100,4,4812,36,1,27,9,65,10.0,normal,normal,normal,genuine
acc_370921,sarah_jones,1167,41,0,113,0,36,0,3,0.0,normal,normal,normal,genuine
acc_795764,tom_books_783,2191,97,15410,319,0,31,31,18,10.0,normal,normal,fake_follower_spike,suspicious
acc_515473,alex_smith_544,1622,111,33440,474,1,36,11,12,10.0,normal,normal,fake_follower_spike,suspicious
acc_745292,admin_access,64,2255,310,117,0,30,4,2,2.6495726495726495,normal,repetitive,normal,suspicious
acc_460326,isabella_yoga,994,2475,466,249,0,26,1,1,1.8714859437751004,normal,spammy,normal,suspicious
acc_644719,sarah_jones_237,2178,25,32,0,1,30,14,5,0.0,normal,normal,normal,genuine
acc_205131,olivia_art_195,6,30,1418,408,1,31,28,7,3.4754901960784315,normal,normal,fake_follower_spike,suspicious
acc_128208,olivia_art,673,104,21076,447,0,30,54,3,10.0,normal,normal,fake_follower_spike,suspicious
acc_694691,jessica_reads,264,777,0,166,0,30,13,1,0.0,normal,normal,normal,genuine
acc_338356,david_gym,1114,3593,17,0,1,26,19,0,0.0,normal,normal,normal,genuine
acc_138805,tom_books,2161,0,950,71,0,30,0,0,10.0,normal,normal,normal,genuine
acc_132962,james_sports,1043,0,447,1574,0,33,0,0,0.283989834815756,normal,normal,normal,genuine
acc_330519,user_549888,509,57,164,4293,0,27,5,3,0.03820172373631493,normal,burst,mass_following,suspicious
acc_393391,john_photo_508,1805,29,832,4126,1,0,17,11,0.20164808531265146,normal,normal,normal,genuine
acc_228274,sarah_jones,1415,2844,282,757,0,0,3,2,0.3725231175693527,normal,spammy,normal,suspicious
acc_233350,emma_tech,1562,26,0,19,1,33,5,1,0.0,normal,normal,normal,genuine
